comment,sentiment
华谊兄弟实控人累计质押93%股份 前三季度营收同比腰斩净亏6.5亿,1
华谊兄弟：股东质押1250万股 累计质押占总股本20.53%,0
华谊嘉信：控股股东所持股份解除冻结,0
华夏银行天津2宗违法遭罚100万 违规发放流动资金贷款,0
华西证券：蜀电投资拟通过集中竞价方式减持不超过1120.42万股,1
华铁股份：公告就是最大的避雷针！,1
华泰证券GDR在伦敦跌1.12%,0
华泰证券GDR盘中大跌11% 创去年6月上市以来最大跌幅,0
华泰证券GDR盘中大跌11% 创去年6月上市以来最大跌幅,1
华人置业：2019年度持有恒大股份未变现亏损约16亿港元,0
华林证券遭罚 私募子公司合规负责人在母公司办公,0
华林证券：证监会决定对公司采取限制新增各项业务规模3个月的行政监管措施,0
华林证券：证监会决定对公司采取行政监管措施,0
花式揽储背后的困局,0
户外运动品牌“哥仑步”破产 曾与探路者齐名,0
湖南省市场监管局近期还将公布近3年全省白酒抽样结果,1
宏创控股(002379.SZ)：于荣强累计减持2202.12万股 持股降至5%以下,0
红阳能源(600758.SH)：5.35亿股限售股1月10日解禁,0
恒逸石化(000703.SZ)：5007.8264万股限售股将解禁,0
恒邦股份股东户数一个月减少2365户 目前降至76650户,1
黑天鹅再现！这家公司一纸公告割11亿资产，年度净利将大幅缩水,1
黑车用“打表软件”计价 3公里收92元,1
核心子公司没钱发工资，债务重组方自身难保，*ST鹏起无“鹏”再起,1
核心子公司没钱发工资 债务重组方自身难保 *ST鹏起无“鹏”再起,1
河长制已实施两年多 郑州索须河这段河流仍然很“脏”,0
和晶科技实控人与二股东正在筹划股权转让事项 可能涉及控制权变更,1
和晶科技控股股东转让股权 第二大股东荆州慧和成新任控股股东,1
和晶科技控股股东、实控人拟筹划控制权变更,1
和晶科技二股东拟受让实控人股份 荆州慧和或将“上位”控股股东,1
和晶科技并购踩雷寄望幼教产业 陈柏林筹划让位战略投资者,0
和晶科技并购踩雷寄望幼教产业 陈柏林筹划让位战略投资者,1
和晶科技：控股股东拟转让6.57%股份给第二大股东 控股股东或将变更,1
和晶科技：控股股东股份转让可能涉及公司控制权变更,1
和晶科技：第二大股东拟受让实控人所持6.57%股份 将成控股股东,1
和晶科技(300279.SZ)：二股东拟受让实控人6.57%股份 将入主,1
合资下探攻10-15万元市场 自主新车扎堆守市场份额,1
合生创展太仓项目遭通报 人防工程墙板验收出五问题,1
禾信仪器挂牌科创板够格吗？,1
皓文控股(08019.HK)委任翟志胜为秘书及授权代表,0
浩明科技拟A股IPO，存存货余额较大风险,1
浩瀚股份财务负责人刘锋辞职 不持有公司股份,1
昊华能源自曝大雷 或虚增资产28亿元,1
昊华能源自查发现虚增资产,1
昊华能源自查发现虚增28亿元资产 涉及与京东方并购交易,1
昊华能源一字板跌停,1
昊华能源虚增14亿净利挖坑自埋，收购标的对外出售前后评估相差悬殊大有玄机,1
昊华能源虚增14亿或引发投资者索赔,1
昊华能源开盘跌停 2015年虚增净利约14亿元,1
昊华能源跌停：自爆利润虚增14亿,1
昊华能源：正在自查 投资者赔偿或在后续出方案,1
号外|负债780亿！解密红星美凯龙的地产版图,1
号称奶酪第一股的妙可蓝多，2.4亿资金被实控人丈夫和女儿占用，柴琇无视财务规定！,0
号称奶酪第一股的妙可蓝多，2.4亿资金被实控人丈夫和女儿占用，柴琇无视财务规定！,1
豪赚150倍！海康威视再造“股神”，最后10亿也要兑现，未来何去何从？,0
豪赚150倍！海康威视再造“股神”，最后10亿也要兑现，未来何去何从？,1
豪车销量逆势增长：最多优惠12万，经销商称“赔本赚吆喝”,1
杭州互金大佬自首：涉案13亿，侵犯林心如夫妇肖像权，曾是支付宝创始人之一,1
杭摩集团股东减持185万股 权益变动后持股比例为20%,1
行业快速扩张 加速洗牌,1
行业不能承受的展会之重,1
行业不能承受的展会之重,1
汉鼎宇佑股东江苏联峰减持639万股 持股比例降至4.999986%,0
寒锐钴业(300618.SZ)：江苏汉唐累计减持289.48万股,0
寒冬中汽车零部件企业的冰与火,1
寒冬将尽：文娱产业的2019与2020,1
寒冬将尽：文娱产业的2019与2020,1
海源复材：控股股东补充质押200万股 累计质押占总股本14.62%,0
海源复材(002529.SZ)：上银瑞金-吴国继拟减持不超520万股,0
海源复材(002529.SZ)：上银瑞金-吴国继拟减持不超520万股,1
海源复材(002529.SZ)：上银瑞金慧富15号拟减持不超520万股,0
海源复材(002529.SZ)：上银瑞金慧富15号拟减持不超520万股,1
海源复材(002529.SZ)：控股股东补充质押200万股,0
海油发展董事长霍健辞职 李新仲代履职,0
海油发展(600968.SH)：董事长霍健辞职,1
海通恒信国际租赁股份有限公司诉李豪杰、王金慧融资租赁合同纠纷一案,1
海特股份副总经理朱强炜辞职 不持有公司股份,1
海南控股或成中航三鑫第一大股东,0
海螺水泥被摩根大通减持234.76万股,1
海康威视一员工杭州总部跳楼身亡 公司:系自杀坠楼,1
海康威视通报一员工杭州总部跳楼身亡,1
海康威视通报称员工跳楼身亡为“抑郁自杀”，排除刑事案件,1
海康威视通报称员工跳楼:系自杀 初步怀疑为抑郁所致,1
海航控股：控股股东质押1.88亿股 累计质押占总股本23.29%,0
海航控股：大新华航空解除质押1.88亿股股份 并进行续作,0
果然跌停！这公司自爆虚增14亿净利，上交所紧急发问,1
国源科技股东李娜减持20万股 权益变动后持股比例为2%,1
国元证券(000728.SZ)：副总裁沈和付辞职,0
国营商场的隐秘诱惑，让姚振华重回狩猎场,1
国新能源：下属公司为其控股子公司国新中昊盛提供担保,0
国务院安委会开展对危险化学品领域的专项督查,1
国投向左，中煤向右：5座火电站抛售背后，两大央企相反的转型逻辑,1
国泰君安：海螺水泥目标价62.1港元 下调至收集评级,0
国内葡萄酒产区系列四|烟台：增长乏力 难破后劲不足僵局,0
国内电视市场尚未走出低谷 重压之下行业该如何变化？,1
国内10家大型冶炼厂酝酿联合减产，电解铜减产潮向大厂蔓延？,1
国民技术：年度业绩存不确定性 公司股票有被暂停上市风险,0
国脉科技：1277.6832万股限售股将解禁,0
国家药监局飞行检查 7家化妆品生产企业被限期整改,0
国家卫健委谈暴力伤医：严重刑事犯罪必将受到法律严惩,1
国际家居零售被PandanusAssociatesInc.减持36.7万股,0
国际家居零售被FIDELITYINVESTMENTTRUST减持11.1万股,1
国际货币基金组织：全球汽车行业的复苏“比想象中漫长”2020年继续迎来“逆风”,1
国电南瑞罗剑波不再担任副总经理职务 2018年年薪101.69万元,1
国产OLED面板不再沉默 中韩面板厂商对决战事初掀,0
郭广昌地产谋篇 豫园股份董事会洗牌复星系全面上位,1
郭炳江复出任新鸿基子公司董事 不参与集团日常营运,0
郭炳江出狱后重出江湖 任新地子公司资深董事,0
桂林旅游资产增5.8倍业绩原地踏步 子公司亏损甩卖3年无人问津,1
贵州银行上市首日破发,1
贵州银行上市首日即破发 茅台集团为其第二大股东,1
贵州银行港股上市首日开盘破发，茅台集团任二股东,1
贵州银行港股上市首日跌超7%，茅台集团为第二股东,1
贵州银行(6199.HK)首日上市破发,1
贵州茅台增速放缓，如不涨价后千亿时代承压,1
贵州茅台业绩增速放缓行业小幅下调今年增长目标,0
贵州茅台业绩增速放缓行业小幅下调今年增长目标,1
贵州茅台两天市值蒸发1347亿 超级白马股业绩过坎儿,0
贵州茅台开年“两连跌 ” 市值蒸发逾1300亿元,0
贵州茅台股价跌破1100元 业绩增速放缓 白酒板块拐点已至？,0
贵州茅台低开低走跌逾4%，跌破1100元/股关口,0
贵州茅台单日成交167亿创历史新高！市值一天蒸发667.8亿，天量成交折射多空巅峰对决,0
贵州茅台（600519.SH）市值蒸发近700亿元，因费用增加导致业绩不及预期？,0
贵州地产上市公司“独苗”中天金融“蛇吞象”风险发酵,1
贵研铂业(600459.SH)：控股股东与中国五矿终止深化合作 公司实控人未变更,1
广州富力被摩根大通减持约1502.27万股,0
广西曝光9批次不合格食品，检出质量指标、食品添加剂、兽药残留问题,1
广西曝光9批次不合格食品，检出质量指标、食品添加剂、兽药残留问题,1
广汽集团(02238-HK)被贝莱德减持2540.48万股,0
管通实业“撤离”新三板内情：卷入牙克石地方债漩涡 无力支付挂牌费,1
观察 | 2020年，汽车行业中上游面临“生死劫”,0
关于拟公告作废相关企业和分支机构快递业务经营许可的公示,0
股东减持+公告提示风险 特斯拉概念股威唐工业跌停,1
共享充电宝生死战,0
公章丢了 董事跑了 聚力文化董事辞职牵出信披违规,0
公司回购，高管减持！齐屹科技这是唱的哪一出？,0
公司厂房被查封，实控人被限制消费，弘峰智能被国融证券提示风险,1
工信部：去年首十一个月全国造纸及纸製品业利润总额按年跌10.7%,0
工信部：去年前11个月全国造纸及纸制品业利润总额同比降10.7%,0
工信部：2019年1至11月全国造纸及纸制品业利润总额同比下降10.7%,0
工位宣读裁员？神州优车:早已提供补偿方案 方式欠妥,1
工位宣读裁员？不服找仲裁？神州优车回应：方式欠妥,1
个别刚需盘受捧 北京楼市难改低迷,0
格林基金核心产品去年业绩倒数第一,0
格林基金核心产品去年业绩倒数第一,1
格力地产：2020年预计为下属公司新增担保额度约150亿元,0
革弊鼎新 银行业的2019,1
高斯贝尔收1404万政府补助 前三季度亏损2800万元,1
高盛：下调港资地产股盈利预测 维持新鸿基地产(00016)“买入”评级,1
高盛：推荐中芯国际多于瑞声 予中芯目标14.5元,0
高山企业(00616.HK)售中骏(01966.HK)持股 套近73万元,0
高盟新材(300200.SZ)：高盟投资累计减持266.63万股,0
高管被查现金流剧降 奥马电器再卖股权能走出泥潭？,1
高比例股权质押公司减少24% 深交所纾困工作取得阶段性成效,0
高比例股权质押公司减少24% 深交所纾困工作取得阶段性成效,1
港铁(00066.HK)澳门轻轨通车不足一个月　列车三度故障,1
港股异动 | 旗下生产线超期运行一年后停产改造 洛阳玻璃(01108)午后跌近5%,0
赣锋锂业被建信信托减持146.82万股,0
赣锋锂业被华夏基金减持146.82万股,1
富森美股东减持计划已到期,0
富森美(002818.SZ)：程良减持期届满 累计减持2000股,1
"富力失“力”,梦归何处?",0
富力地产公司为什么最近10年这么差呢?,1
富豪系公布多项股权变动及收购AMTD股权 今复牌,0
复星集团子公司项目被违规通报 董事长郭广昌却一直在疯狂买地？,1
复盘2019 A股十大妖股，你捉中了几只？,1
负债近200亿，昔日巨头破产落幕,1
负责人离职后立即加入小米手！联想手机路在何方？,0
负责人离职后立即加入小米手！联想手机路在何方？,1
福建阳光集团拟发3亿债券 上半年末有息负债超1335亿,1
福建国航副总经理王祖炎辞职 持有公司0.35%股份,1
福建福光股份有限公司 关于董事辞职的公告,1
福光股份遭遇业绩股价双“回撤” 公告称股东自愿延长限售锁定期,1
芙蓉街关帝庙等5家景区被摘A ！百里黄河风景区等5家景区降级,1
否认三连！威唐工业称未有特斯拉业务销售收入 六连板后今日跌停,1
佛山富力广场公寓虚假宣传!住房变办公 200多业主上当受骗!,1
风口调研丨电商直播新玩家入局 业内机构直言将有冲击效应,1
丰盛控股被BankofChinaGroupInvestmentLtd减持1240.75万股,0
分析人士：短期不锈钢价格仍将低迷,1
非法持有、私藏枪支 长沙银行党委委员孟钢被双开,0
飞天诚信(300386.SZ)副总经理于华章拟减持不超60.84万股,0
飞天诚信(300386.SZ)副总经理于华章拟减持不超60.84万股,1
飞利信(300287.SZ)：罗伟及许莉已合计减持200万股 减持计划完成,0
飞利信(300287.SZ)：罗伟及许莉已合计减持200万股 减持计划完成,1
飞乐音响重组杯水车薪 拟购标的盈利远不能覆盖公司亏损,1
纺织业：预计2020年行业盈利承压、尾部企业信用风险将上升,0
房企营销总的2019：365天开会冲业绩，每天缺乏安全感,0
房企四面楚歌：融资成本相差4倍，谁能熬过寒冬？,1
房价和房租，一个都不能炒,1
房地产行业研究：降准如期而至 地产融资难言松动,0
方大特钢一年内两次换帅，董事长汪春雷提前卸任转当总工,0
方大特钢汪春雷辞任董事长：上任5个月，燃爆事故后选举产生,1
方大特钢董事长辞职 雷骞国代行董事长,0
方大特钢董事长辞职 雷骞国代行董事长,1
方大特钢(600507.SH)：职工代表董事李红卫提前终止减持计划 累计减持6.49万股,0
方大炭素：公司董监高拟集中竞价减持不超过297.6112万股,0
方大炭素：多名董监高计划减持不超过公司总股本的0.1095%,0
方大炭素：董监高计划减持公司股份,0
方大炭素(600516.SH)：11名董监高拟减持合计不超297.61万股,0
犯污染环境罪 辉丰股份、子公司及相关负责人被罚逾900万,0
犯污染环境罪 辉丰股份、子公司及相关负责人被罚逾900万,1
发债押宝新品，香飘飘能否迎来“第二春”,1
二手房直降百万仍难出手，房租回到几年前，这座一线城市楼市有点“冷”,1
二手房直降百万仍难出手，房租回到几年前，这座一线城市楼市有点“冷”,1
二六三两次募资项目均预估失误 7.65亿投资二年亏1.29亿项目被终止,1
遏止青少年吸食 美政府宣布禁售大部分加味电子烟,0
多家信用卡疯狂降额、封卡！信用卡代还重灾区……,1
多家信用卡疯狂降额、封卡！信用卡代还重灾区……,1
多家上市房企披露成绩单 行业增速明显放缓,0
多家券商合规薄弱收罚单 新证券法压实“看门人”职责,1
多家铝基覆铜板公司集体上调报价 行业需求有望持续增长,1
多家公司陷入债务危机 动力电池企业如何过冬？,1
多家房地产企业公布2019年销售情况 业绩增速放缓,0
多地房产难出手 海正药业“瘦身”路漫漫,0
对付不良中介要用猛药治根,1
对APP侵犯用户隐私说不,0
独家|中金CEO毕明建将辞职 投行负责人黄朝晖接任,1
独家：银行最具吸引力吸储产品被叫停！将影响贷款业务成本,1
都市丽人断崖式亏损9.8亿，而她给出的转型计划并没有说服力,1
都市丽人2019预亏9.8亿 林志玲关晓彤也难以挽救昔日内衣一姐,0
动力电池装机量锐减 行业痛点难破,1
董事长失联、8名员工苦撑4年哥仑布最终宣布破产,0
董监高监守自盗，大股东瞒天过海，未名医药天降馅饼？,1
董高监联手欺瞒公司 未名医药大股东缺钱以物相抵,1
东旭系暴雷后：虚虚实实的国资收购能否让其迎来曙光？,1
东星医疗副总经理方安琪辞职 持有公司0.62%股份,1
东方航空(00670-HK)更换独立非执行董事及监事,0
丁祖昱回顾2019房企：失速、腰斩、刹车、重组,0
跌停！又跌停！昔日丨"中国最年轻富豪丨"凉了：突遭索赔77亿，40年净利赚不回！,1
电影《亲爱的新年好》出现大规模锁座现象，票房造假之霾何时散,1
电视开机率跌至30% 彩电厂商逐渐抽身泥潭,1
电视开机率跌至30% 彩电厂商逐渐抽身泥潭,1
电视广播(00511.HK)售股添变数 「壳王」陈国强续留任,0
电魂网络：员工持股计划股票出售完毕,0
第一大供应商负责人竟是关联方 三力制药被指隐瞒关联交易,0
第二批药品集采启动 多家上市公司优势品种面临降价,1
第二批药品集采启动 多家上市公司优势品种面临降价,1
第二批药品集采启动 多家上市公司优势品种面临降价,1
第二大股东失信拟“出走”，营收下滑、亏损加剧润生保险调整忙,1
地板企业环保之路迫在眉睫 绿色发展需落到实处,1
迪威迅连续2年亏损面临暂停上市 已采取3大措施并取得初步成效,1
低迷的不锈钢能迎来转机吗？,1
德系领先美系沉寂 法韩系逐渐边缘化 日系三大品牌后劲足逆势增长,0
德系领先美系沉寂 法韩系逐渐边缘化 日系三大品牌后劲足逆势增长,1
德威新材(300325.SZ)控股股东所持6500万股被司法拍卖完成过户,0
德隆股份董事长朱亮辞职 持有公司22.89%股份,1
德邦快递：加码科技降本增效显著 聚焦大件快递领域业绩可期,1
道恩股份(002838.SZ)：约2.7964亿股首发限售股将解禁,0
当“酱油第一股”不再“打酱油”,1
单方面解除劳动合同？神州优车：工作要讲究方式方法,1
单方面解除劳动合同?神州优车：HR自责 闭门自省,1
大胜达：独立董事郭永清先生辞职,0
大摩：嘉里建设表现欠缺催化剂 下调目标价及评级,1
大康农业(002505.SZ)控股股东解除质押1.4亿股,1
大基金减持，投资风向哪里吹,0
大幅关店、连亏6年，福建连锁龙头新华都，为何走到如此地步？,0
大额商誉减值拉响风险警报 众应互联业绩疑有水分,1
大变革来临，母婴店日均淘汰109家？,1
大变革来临，母婴店日均淘汰109家？,1
打七折还是卖不动 碧桂园多家楼盘南京陷入滞销困局,1
打击黑产刷量需形成社会合力,1
存漏水烫伤等安全隐患，美的、苏泊尔召回10.5万件电水壶,1
存大客户依赖风险 新三板昆山佰奥能否登陆创业板？,1
凑凑能否挑起呷哺火锅大梁？,0
从与日、韩三足鼎立到亏损、破产，台湾面板产业经历了什么？,1
从亿航上市，看无人机行业的隐忧,1
从新能源车销量霸榜到连续下滑，比亚迪怎么了？,1
从单品智能到智能生态 厨电智能化已箭在弦上,1
春秋电子(603890.SH)：海宁春秋拟减持不超2%股份,0
创新付费模式与用户体验如何平衡？,0
创维数字 高管减持后股价涨停,0
创维数字 高管减持后股价涨停,1
创建集团控股(01609.HK)：附属作价1元转让平创新能源68%股权,1
传Louis Vuitton拟关闭时代广场分店有指业主九龙仓置业(01997.HK)拒减租,0
除了颜值哪里都很一般 比亚迪宋MAX继续“跌跌不休”,0
持股超过5%未及时信披仍继续交易 中国宝安两股东被下发监管函,0
承包方相互揭发 中国铁建子公司员工姐夫受贿被曝光,1
诚益通(300430.SZ)：王健及戎兵合计减持28.45万股 减持计划实施完毕,0
成都茂业因对外借款未按期收回遭上交所问询,0
成本增、业绩降 汇安保险拟挥别新三板,0
成本增、业绩降 汇安保险拟挥别新三板,1
车市整体持续低迷 去年12月经销商库存预警指数仍超警戒线,0
车市下半年降幅收窄 春天还有多远,1
车市潜力严重“透支” 行业探寻发展契机,1
车市寒冬豪车销量却逆势增长 赔本赚吆喝非长久之计,1
车市寒冬，豪车销量却逆势增长！不少经销商喊“心累”，道出了原因……,1
炒房客"哭了"！北京房价真降了：首付跌没了！更有760万房产，挂牌两月骤降170万…,1
炒房客"哭了"！北京房价真降了：首付跌没了！更有760万房产，挂牌两月骤降170万…,1
超人的2019年：“踩雷”仙股、买进英国、捐资10亿,1
超级鸡周期或将终结，家禽业冰火两重天,1
超华科技支持诉讼案首批10名投资者二审胜诉,0
超华科技支持诉讼案首批10名投资者二审胜诉,1
超华科技支持诉讼案：10名投资者二审胜诉 成功获赔,0
超半数限竞房滞销 北京商品住宅库存创8年新高,0
超2亿元募资被银行强行划扣 豫金刚石：已聘请律师核查,0
超2亿元募资被银行强行划扣 豫金刚石：已聘请律师核查,1
常熟、吴江等地印染迎来"停产整治潮"！去库存遇上环保，纺织市场再次被掐住了“命脉”！,1
常程跳槽是否涉竞业协议 联想小米各执一词,0
常程前脚离职联想，后脚就火速加盟小米，你怎么看？,0
常程今日正式上岗：微博已开始卖力宣传小米，无视联想回应,0
常程今日正式上岗：微博已开始卖力宣传小米，无视联想回应,1
常程加盟小米，5G手机应用创新的开局,0
常程加盟小米 联想回应：签有竞业禁止条款,1
产品抽检不合格 山东孔圣电缆被停标4个月,0
曾与茅台深度“绑定”的贵州银行登陆港交所，首日开盘即跌1.21%,1
曾经全球知名的杀毒软件，如何成为了流氓软件,1
曾经的王者七匹狼，如今为何被男人“抛弃”？,1
藏格控股领罚单 投资者可起诉索赔,1
藏格控股财务造假违规占用资金被罚 股民可起诉索赔,1
财面儿|欧派家居董事谭钦兴拟减持不超过20万股,0
不再留恋煤炭“黄金十年” “煤都”义马寻找出路,1
不断被压缩的利润，汽修门店该怎么办？,0
博天环境遭遇“多事之秋”：挪用6500万募集资金无法按期归还,1
博敏电子：控股股东拟减持不超1.14%股份,0
博敏电子：持股11.44%的股东谢小梅拟减持不超过1.14%,0
博敏电子(603936.SH)实控人谢小梅拟减持不超1.14%股份,0
博汇纸业因重要事项未公告下午停牌 上午股价涨停,1
博汇纸业因重要事项未公告，12月30日午后停牌,1
博汇纸业：因重要事项未公告 12月30日午后停牌,1
博汇纸业：陈春福先生因个人原因申请辞去公司总经理的职务,0
博汇纸业(600966.SH)控股股东解除质押8518万股,0
亳州保和堂7品种来源不明 谁来追查？,0
剥离资产后负债压力仍高悬 传化智联驶入百慕大？,0
剥离资产后负债压力仍高悬 传化智联驶入百慕大？,1
丙烷脱氢制聚丙突遇寒冬 爆赚到亏所谓何般？,1
比音勒芬：持股7.50%的股东谢挺拟减持不超过2%,0
比音勒芬(002832.SZ)：谢挺拟减持不超2%的股份,0
比二十年前更加残酷！一批中国汽车企业正在生死存亡关头......,0
奔驰召回23次领衔 马自达“熄火”惹众怒 2019汽车召回九宗“最”,1
被一根钢圈“压垮”的中国“内衣第一股”,1
被给予警告并处以罚款 这几家银行违反了哪些规定？,0
被“萝卜章”坑掉百亿最终破产——2019年，A股退市之“*ST华业”,1
背负逾10亿对外担保，*ST中安获债务豁免股价涨停，交易所质疑合理性,0
背负三宗罪、遭证监会立案、秒变ST！被埋游资到底图啥？,1
背负3000亿元的补贴拖欠进入2020年，光伏、风电还要砥砺前行！,0
贝壳找房：2019年全国二手房成交创5年新低,0
北纬科技业绩预告大变脸 盈利变身亏损超2000万元,1
北京长租公寓要求房东降租,1
北京上海半数以上地王项目亏损，拿地就赚钱的时代要一去不回了？,0
北京二手房“寒冬”,1
北京出台快递业价格行为规则，这12条行为“不准”,1
悲观电池产业链之际，正是投资最佳入场时,1
悲观电池产业链之际，正是投资最佳入场时,1
暴风集团主要业务停顿 合作方风行面临优酷爱奇艺诉讼,0
暴风集团年报难产，主营业务仍停顿！2月底若未缴租金将无地办公,1
暴风集团连发两封公告：主营业务停顿、濒临退市,0
暴风集团:公司主营业务停顿 面临无业务收入来源风险,0
暴风集团:公司主营业务停顿 面临无业务收入来源风险,1
暴风集团(300431.SZ)：主要业务仍处停顿状态 面临无业务收入来源风险,0
暴跌超70%！"河南首富"的200亿商业帝国，瞬间崩塌,1
暴跌1200亿！一个"泸州老窖"没了，茅台出啥事了？,0
报告预计2020年全国房价下跌城市数量将多于上涨城市数量,1
报告：百强房企规模增长“失速”,0
宝泰隆：董事兼总裁马庆先生辞职,0
宝泰隆(601011.SH)：董事兼总裁马庆辞职,0
宝能接手长安PSA DS在华发展路向何方？,0
宝龙商业管理首挂开报9.5元 与招股价持平,1
傍上“网红经济”！黑芝麻录得四个涨停板背后，埋了多少雷？,1
棒杰股份(002634.SZ)：浙江点创累计减持300万股,1
邦讯技术股票可能被暂停上市的风险 已采取4大措施试图扭转经营困境,1
半数以上亏损——民营医院：在寒风中坚强活着,0
办公场所空置、财务涉嫌造假，15.75亿元被收购的翡翠教育为何失控,1
百信国际(00574.HK)：嘉宝仍正就尚未偿还债务进行磋商,0
白马户外媒体(00100.HK)预计年度业绩由盈转亏,1
白酒抽检不合格 甜蜜素怎就成了“主角”,1
白虹软件股东胡力和减持10万股 权益变动后持股比例为32.95%,1
白虹软件副总经理何勇辞职 不持有公司股份,1
把菜篮子装进手机有多难？,1
把菜篮子装进手机有多难？,1
巴西对浮法玻璃发起反倾销日落复审调查,0
巴西对瓷砖产品发起反倾销日落复审调查,1
奥特佳原实控人“萝卜章”案二审结束：奥特佳无需承担担保责任,1
奥思集团被股东黎燕玲减持168.6万股,0
奥瑞金：公司控股股东质押2184万股 累计质押占总股本24.54%,1
奥瑞金(002701.SZ)：控股股东上海原龙质押2184万股,1
奥普光电4亿收购光华微电子被否 东北证券项目滑铁卢,1
安信信托折戟地产,1
安信信托董家渡项目逾期 上百亿元兑付问题待解,1
安奈儿2019年获政府补贴超2000万元，但全年利润仍可能大幅下滑,0
安奈儿2019年获政府补贴超2000万元，但全年利润仍可能大幅下滑,1
安徽曝光5批次不合格食品，涉及微生物指标、农兽药残留,0
爱施德(002416.SZ)：控股股东补充质押1200万股,0
艾媒咨询：国内网络互助用户规模超2亿人约半数平台无实名制存风险隐患,1
UPS料假日购物旺季后退货量创纪录新高,1
TOP30上市房企11月销售金额排行：恒碧万融累计销售均超5000亿,1
ST盐湖资产包拍卖第五次流拍，青海新成立国资公司将接盘,0
ST盐湖资产包拍卖第五次流拍，青海新成立国资公司将接盘,1
ST亚星拟收购科源制药、宏济堂制药，力诺集团俩子公司将进入A股市场,1
ST亚星拟购科源制药及宏济堂 可能构成重组上市,1
ST亚星拟筹划重大资产重组停牌,1
ST亚星：拟购买科源制药100%股份及宏济堂100%股份，今起停牌,1
ST围海实控人牵涉违规担保 1.5亿大额存单到期无法赎回,0
ST围海实控人牵涉违规担保 1.5亿大额存单到期无法赎回,1
ST围海(002586.SZ)获悉公司新增部分被冻结银行账户,1
ST凯迪逾期债务超184亿元 近200个账户被冻结,0
ST华仪：卷入借贷纠纷一审败诉 涉案金额1.86亿,1
ST冠福：融资租赁纠纷达成和解 涉及金额2380万,0
ST板块表现疯狂 重庆股民有的抢到涨停有的资金遭腰斩,1
N鹰19转临停,0
IPO过会率提升+年终效应 上市申报热情高涨,1
A股迎来一大波解禁！韵达股东收益超2倍，申通只赚20%，差距啊,1
A股异动丨汉鼎宇佑大跌近7% 江苏联峰减持639万股 持股降至5%以下,0
A股异动 | 天龙光电跌停 被列入失信被执行人名单,1
A股“不倒翁”贵州茅台净利增速预降 李保芳：业绩增速放缓属正常,0
9个月8家“出事”生鲜电商怎么了,1
8批次家用燃气灶具被检出不合格，美乐、长城等上榜,0
8761万元罚单暴露汽车行业垄断顽疾,0
7年消失10个主业、三大支柱垮掉俩 北纬科技独木难支,1
7000元羊绒衫被查不合格，消协三招教你避免掉坑,0
65亿元重组事项被否 三峡水利：论证继续收购可行性,1
64家上市公司向两位前发审委员累积行贿1100万元！谁来问责行贿上市后业绩变脸？,0
4个月，优惠了3000元，长租公寓的房子租不出去了？,0
45家公司行贿发审委员孙小波近780万：江苏6家上市公司出了101万,0
45家公司行贿发审委员孙小波近780万：江苏6家上市公司出了101万,1
3C市场迎来 2020首次大考,0
30多城二手房价格一直跌，北京都连跌了5个月！背后真相是什么？,1
2200万？原云南首富“落马”！从军人成老赖，身价过亿还不起千万,0
21张罚单砸向银行业 信贷业务违规仍是高发区,0
21张罚单砸向银行业 信贷业务违规仍是高发区,0
21张罚单砸向银行业 信贷业务违规仍是高发区,1
2020医药代表将遭遇空前的专业化挑战,1
2020手机圈首战：联想“老兵”常程离职两天后入职小米，或违反竞业协议？,1
2020年国际原油价格恐难持续上行,1
2020年车市大猜想,0
2020年PP检修装置与损失量统计,0
2020年1月劳动争议开庭安排,1
2020年，中美航空旅行前景暗淡,1
2020：全球汽车市场逆风中等待破晓,0
2020，一家电子烟公司的意外死亡,0
2019纸业市场最后的"乱象"，废纸起起伏伏，白板纸、白卡纸要起飞了！,0
2019阵亡餐饮大盘点，内讧、吹牛、作死、山寨，各种死法占全了,0
2019上市公司十大新闻,1
2019全年票房642.66亿收官 盘一盘影视大佬立下的flag实现了多少,0
2019拍卖市场：持续下挫中的新变局,1
2019年最失意品牌 这十个“鸡肋”车企要凉凉?,0
2019年最失意品牌 这十个“鸡肋”车企要凉凉?,0
2019年最失意品牌 这十个“鸡肋”车企要凉凉?,1
2019年最失意的7大房企,0
2019年最悲情公司，花34亿引狼入室，如今公章都被偷了,1
2019年中国工程机械租赁行业市场分析：民营企业仍占据主流 并购重组活动活跃度低,0
2019年这么多轮胎企业被告,1
2019年预亏近10亿 都市丽人的转型阵痛,0
2019年预亏近10亿 都市丽人的转型阵痛,1
2019年影视融资仅29起不及去年1/4，影视股集体陷泥沼反而诱导资本回归“正位”,1
2019年影视融资仅29起不及去年1/4，影视股集体陷泥沼反而诱导资本回归“正位”,1
2019年银行裁员规模达四年来最大,0
2019年新能源车召回量锐减至3.33万辆,1
2019年新能源车召回：总量为去年的25%，完全是补贴退坡的功劳？,1
2019年新车销量或达2600万辆 同比下降7%,0
2019年十大房企反腐案：融创、万达、雅居乐上榜，接近40人涉案,0
2019年全球银行宣布裁员7.8万人，创2015年来最高水平,1
2019年房地产市场八大关键词,1
2019年房地产风云录：没有人想做老大了,1
2019年房地产风云录：没有人想做老大了,1
2019年度“最惨公司”：欠薪、撤资、退市与股价腰斩,1
2019年的影视圈：关停潮涌 撤档风波无碍爆款频出,1
2019年出局的那些明星AI企业,0
